Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Young Hoon Choi,1721,3:58.1,320,320,21.53,3:04.54,-2.49,3:58.1,21.53,3:04.54,-2.49,13:19.5,293,293,1:38.95,10:20.94,-1.8,13:19.5,1:58.79,10:34.97,-1.39,C+129,287,287,34.94,25:36.09,,33:25,2:17.38,30:44.56,-1.17,2:52.5,193,193,24,2:19.73,-1.37,2:52.5,34.24,2:37.26,-0.45,246,114,114,18.35,241.5,0.25,246.0,18.35,241.5,0.25,C+14,276,276,1:16.23,13:53.46,,16:14,1:35.89,14:45.35,-0.92,2:09.5,238,238,39.85,1:56.3,-0.33,2:09.5,44.34,1:57.86,-0.26
Wesley Rethwill,1729,3:41.6,305,305,21.53,3:04.54,-1.72,3:41.6,21.53,3:04.54,-1.72,9:55.8,138,138,1:38.95,10:20.94,0.25,9:55.8,1:58.79,10:34.97,0.33,C+112,234,234,34.94,25:36.09,,32:00,2:17.38,30:44.56,-0.55,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,4:30.7,314,314,39.85,1:56.3,-3.87,4:30.7,44.34,1:57.86,-3.45
Alvaro Lopez,1729,3:32.1,285,285,21.53,3:04.54,-1.28,3:32.1,21.53,3:04.54,-1.28,13:50.9,298,298,1:38.95,10:20.94,-2.12,13:50.9,1:58.79,10:34.97,-1.65,C+329,319,319,34.94,25:36.09,,38:00.5,2:17.38,30:44.56,-3.17,2:46.0,180,180,24,2:19.73,-1.09,2:46,34.24,2:37.26,-0.26,,308,308,,,,,,,,14:25.3,124,124,1:16.23,13:53.46,-0.42,14:25.3,1:35.89,14:45.35,0.21,1:59.8,215,215,39.85,1:56.3,-0.09,1:59.8,44.34,1:57.86,-0.04
Zach Sowder,1735,3:33.3,291,291,21.53,3:04.54,-1.34,3:33.3,21.53,3:04.54,-1.34,12:30.0,276,276,1:38.95,10:20.94,-1.3,12:30,1:58.79,10:34.97,-0.97,C+109,219,219,34.94,25:36.09,,31:45,2:17.38,30:44.56,-0.44,C+50,312,312,24,2:19.73,,3:50,34.24,2:37.26,-2.12,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+51,296,296,1:16.23,13:53.46,,16:51,1:35.89,14:45.35,-1.31,1:40.8,146,146,39.85,1:56.3,0.39,1:40.8,44.34,1:57.86,0.38
Curt Manning,1747,3:20.8,253,253,21.53,3:04.54,-0.76,3:20.8,21.53,3:04.54,-0.76,10:29.9,180,180,1:38.95,10:20.94,-0.09,10:29.9,1:58.79,10:34.97,0.04,C+125,281,281,34.94,25:36.09,,33:05,2:17.38,30:44.56,-1.02,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,15:34.6,192,192,1:16.23,13:53.46,-1.33,15:34.6,1:35.89,14:45.35,-0.51,3:52.2,311,311,39.85,1:56.3,-2.91,3:52.2,44.34,1:57.86,-2.58
Brett Panceroff,1750,2:52.3,105,105,21.53,3:04.54,0.57,2:52.3,21.53,3:04.54,0.57,C+2,311,311,1:38.95,10:20.94,,16:02,1:58.79,10:34.97,-2.75,C+121,266,266,34.94,25:36.09,,32:45,2:17.38,30:44.56,-0.88,C+70,315,315,24,2:19.73,,4:10,34.24,2:37.26,-2.71,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,C+57,308,308,1:16.23,13:53.46,,16:57,1:35.89,14:45.35,-1.37,2:26.3,262,262,39.85,1:56.3,-0.75,2:26.3,44.34,1:57.86,-0.64
Lefteris Theofanidis,1755,3:32.3,286,286,21.53,3:04.54,-1.29,3:32.3,21.53,3:04.54,-1.29,C+2,311,311,1:38.95,10:20.94,,16:02,1:58.79,10:34.97,-2.75,C+148,308,308,34.94,25:36.09,,35:00,2:17.38,30:44.56,-1.86,2:34.6,146,146,24,2:19.73,-0.62,2:34.6,34.24,2:37.26,0.08,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+21,284,284,1:16.23,13:53.46,,16:21,1:35.89,14:45.35,-1.0,1:45.5,174,174,39.85,1:56.3,0.27,1:45.5,44.34,1:57.86,0.28
Jake Holmberg,1756,2:51.3,95,95,21.53,3:04.54,0.61,2:51.3,21.53,3:04.54,0.61,14:17.3,304,304,1:38.95,10:20.94,-2.39,14:17.3,1:58.79,10:34.97,-1.87,C+112,234,234,34.94,25:36.09,,32:00,2:17.38,30:44.56,-0.55,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+54,303,303,1:16.23,13:53.46,,16:54,1:35.89,14:45.35,-1.34,3:00.8,289,289,39.85,1:56.3,-1.62,3:00.8,44.34,1:57.86,-1.42
Nicholas Rocco,1763,3:04.9,182,182,21.53,3:04.54,-0.02,3:04.9,21.53,3:04.54,-0.02,C+6,318,318,1:38.95,10:20.94,,16:06,1:58.79,10:34.97,-2.79,C+141,305,305,34.94,25:36.09,,34:25,2:17.38,30:44.56,-1.6,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+57,308,308,1:16.23,13:53.46,,16:57,1:35.89,14:45.35,-1.37,2:07.7,233,233,39.85,1:56.3,-0.29,2:07.7,44.34,1:57.86,-0.22
Paweł Kozak,1770,3:34.4,294,294,21.53,3:04.54,-1.39,3:34.4,21.53,3:04.54,-1.39,14:42.9,306,306,1:38.95,10:20.94,-2.65,14:42.9,1:58.79,10:34.97,-2.09,C+90,148,148,34.94,25:36.09,,30:30,2:17.38,30:44.56,0.11,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+17,279,279,1:16.23,13:53.46,,16:17,1:35.89,14:45.35,-0.96,2:28.7,266,266,39.85,1:56.3,-0.81,2:28.7,44.34,1:57.86,-0.7
David Santa Cruz Borgstrand,1773,3:10.8,206,206,21.53,3:04.54,-0.29,3:10.8,21.53,3:04.54,-0.29,C+19,321,321,1:38.95,10:20.94,,16:19,1:58.79,10:34.97,-2.9,C+107,212,212,34.94,25:36.09,,31:35,2:17.38,30:44.56,-0.37,C+7,275,275,24,2:19.73,,3:07,34.24,2:37.26,-0.87,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,2:35.1,272,272,39.85,1:56.3,-0.97,2:35.1,44.34,1:57.86,-0.84
Kyle Buchanan,1778,3:48.5,314,314,21.53,3:04.54,-2.04,3:48.5,21.53,3:04.54,-2.04,10:23.8,172,172,1:38.95,10:20.94,-0.03,10:23.8,1:58.79,10:34.97,0.09,C+124,277,277,34.94,25:36.09,,33:00,2:17.38,30:44.56,-0.99,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+20,281,281,1:16.23,13:53.46,,16:20,1:35.89,14:45.35,-0.99,2:45.1,282,282,39.85,1:56.3,-1.22,2:45.1,44.34,1:57.86,-1.07
Taylor Mason,1792,3:23.1,259,259,21.53,3:04.54,-0.86,3:23.1,21.53,3:04.54,-0.86,C+2,311,311,1:38.95,10:20.94,,16:02,1:58.79,10:34.97,-2.75,C+106,207,207,34.94,25:36.09,,31:30,2:17.38,30:44.56,-0.33,C+7,275,275,24,2:19.73,,3:07,34.24,2:37.26,-0.87,231,222,222,18.35,241.5,-0.57,231.0,18.35,241.5,-0.57,C+51,296,296,1:16.23,13:53.46,,16:51,1:35.89,14:45.35,-1.31,2:01.5,222,222,39.85,1:56.3,-0.13,2:01.5,44.34,1:57.86,-0.08
Mahmood Shalan,1796,3:21.4,255,255,21.53,3:04.54,-0.78,3:21.4,21.53,3:04.54,-0.78,14:05.8,301,301,1:38.95,10:20.94,-2.27,14:05.8,1:58.79,10:34.97,-1.77,C+120,264,264,34.94,25:36.09,,32:40,2:17.38,30:44.56,-0.84,C+3,243,243,24,2:19.73,,3:03,34.24,2:37.26,-0.75,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,15:47.4,201,201,1:16.23,13:53.46,-1.49,15:47.4,1:35.89,14:45.35,-0.65,2:09.8,239,239,39.85,1:56.3,-0.34,2:09.8,44.34,1:57.86,-0.27
Agustin Garavaglia,1832,3:09.7,196,196,21.53,3:04.54,-0.24,3:09.7,21.53,3:04.54,-0.24,12:09.1,266,266,1:38.95,10:20.94,-1.09,12:09.1,1:58.79,10:34.97,-0.79,C+125,281,281,34.94,25:36.09,,33:05,2:17.38,30:44.56,-1.02,C+10,285,285,24,2:19.73,,3:10,34.24,2:37.26,-0.96,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+52,300,300,1:16.23,13:53.46,,16:52,1:35.89,14:45.35,-1.32,2:21.7,258,258,39.85,1:56.3,-0.64,2:21.7,44.34,1:57.86,-0.54
Yong min Kang,1840,3:46.6,311,311,21.53,3:04.54,-1.95,3:46.6,21.53,3:04.54,-1.95,11:40.4,249,249,1:38.95,10:20.94,-0.8,11:40.4,1:58.79,10:34.97,-0.55,C+154,310,310,34.94,25:36.09,,35:13,2:17.38,30:44.56,-1.95,C+21,303,303,24,2:19.73,,3:21,34.24,2:37.26,-1.28,246,114,114,18.35,241.5,0.25,246.0,18.35,241.5,0.25,C+14,276,276,1:16.23,13:53.46,,16:14,1:35.89,14:45.35,-0.92,2:39.6,277,277,39.85,1:56.3,-1.09,2:39.6,44.34,1:57.86,-0.94
Arlen Castenada,1850,3:59.1,321,321,21.53,3:04.54,-2.53,3:59.1,21.53,3:04.54,-2.53,C+39,323,323,1:38.95,10:20.94,,16:39,1:58.79,10:34.97,-3.06,C+350,321,321,34.94,25:36.09,,38:42.5,2:17.38,30:44.56,-3.48,C+80,317,317,24,2:19.73,,4:20,34.24,2:37.26,-3.0,290,1,1,18.35,241.5,2.64,290.0,18.35,241.5,2.64,C+20,281,281,1:16.23,13:53.46,,16:20,1:35.89,14:45.35,-0.99,2:53.0,286,286,39.85,1:56.3,-1.42,2:53,44.34,1:57.86,-1.24
Mark Oliver,1865,3:04.7,179,179,21.53,3:04.54,-0.01,3:04.7,21.53,3:04.54,-0.01,14:14.2,303,303,1:38.95,10:20.94,-2.36,14:14.2,1:58.79,10:34.97,-1.85,C+118,255,255,34.94,25:36.09,,32:30,2:17.38,30:44.56,-0.77,C+3,243,243,24,2:19.73,,3:03,34.24,2:37.26,-0.75,,308,308,,,,,,,,C+8,269,269,1:16.23,13:53.46,,16:08,1:35.89,14:45.35,-0.86,3:49.9,308,308,39.85,1:56.3,-2.85,3:49.9,44.34,1:57.86,-2.53
YooSik Kim,1898,3:29.4,275,275,21.53,3:04.54,-1.15,3:29.4,21.53,3:04.54,-1.15,12:59.2,288,288,1:38.95,10:20.94,-1.6,12:59.2,1:58.79,10:34.97,-1.21,C+138,301,301,34.94,25:36.09,,34:10,2:17.38,30:44.56,-1.5,C+6,266,266,24,2:19.73,,3:06,34.24,2:37.26,-0.84,220,272,272,18.35,241.5,-1.17,220.0,18.35,241.5,-1.17,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,2:51.1,285,285,39.85,1:56.3,-1.38,2:51.1,44.34,1:57.86,-1.2
Jose Gonzalez,1904,3:45.0,310,310,21.53,3:04.54,-1.88,3:45,21.53,3:04.54,-1.88,13:51.1,300,300,1:38.95,10:20.94,-2.12,13:51.1,1:58.79,10:34.97,-1.65,C+136,299,299,34.94,25:36.09,,34:00,2:17.38,30:44.56,-1.42,C+3,243,243,24,2:19.73,,3:03,34.24,2:37.26,-0.75,,308,308,,,,,,,,C+40,291,291,1:16.23,13:53.46,,16:40,1:35.89,14:45.35,-1.2,1:41.9,153,153,39.85,1:56.3,0.36,1:41.9,44.34,1:57.86,0.36
Jeremy Lancaster,1937,3:20.0,250,250,21.53,3:04.54,-0.72,3:20,21.53,3:04.54,-0.72,9:24.9,97,97,1:38.95,10:20.94,0.57,9:24.9,1:58.79,10:34.97,0.59,,322,322,,,,,,,,,321,321,,,,,,,,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
INSU BAEK,1965,3:44.4,309,309,21.53,3:04.54,-1.85,3:44.4,21.53,3:04.54,-1.85,C+23,322,322,1:38.95,10:20.94,,16:23,1:58.79,10:34.97,-2.93,C+347,320,320,34.94,25:36.09,,38:36.5,2:17.38,30:44.56,-3.44,C+21,303,303,24,2:19.73,,3:21,34.24,2:37.26,-1.28,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+19,280,280,1:16.23,13:53.46,,16:19,1:35.89,14:45.35,-0.98,3:51.2,310,310,39.85,1:56.3,-2.88,3:51.2,44.34,1:57.86,-2.56
Luis Perez,1981,4:18.1,323,323,21.53,3:04.54,-3.42,4:18.1,21.53,3:04.54,-3.42,C+3,314,314,1:38.95,10:20.94,,16:03,1:58.79,10:34.97,-2.76,C+278,316,316,34.94,25:36.09,,36:46,2:17.38,30:44.56,-2.63,C+8,282,282,24,2:19.73,,3:08,34.24,2:37.26,-0.9,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+6,263,263,1:16.23,13:53.46,,16:06,1:35.89,14:45.35,-0.84,2:56.4,288,288,39.85,1:56.3,-1.51,2:56.4,44.34,1:57.86,-1.32
Hyoung-Jae PARK,1996,3:52.8,316,316,21.53,3:04.54,-2.24,3:52.8,21.53,3:04.54,-2.24,11:40.1,248,248,1:38.95,10:20.94,-0.8,11:40.1,1:58.79,10:34.97,-0.55,C+197,313,313,34.94,25:36.09,,35:45.25,2:17.38,30:44.56,-2.19,C+17,301,301,24,2:19.73,,3:17,34.24,2:37.26,-1.16,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,C+30,288,288,1:16.23,13:53.46,,16:30,1:35.89,14:45.35,-1.09,3:24.1,299,299,39.85,1:56.3,-2.2,3:24.1,44.34,1:57.86,-1.95
Jake Neubauer,2015,3:29.2,274,274,21.53,3:04.54,-1.15,3:29.2,21.53,3:04.54,-1.15,13:51.0,299,299,1:38.95,10:20.94,-2.12,13:51,1:58.79,10:34.97,-1.65,C+124,277,277,34.94,25:36.09,,33:00,2:17.38,30:44.56,-0.99,C+70,315,315,24,2:19.73,,4:10,34.24,2:37.26,-2.71,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+59,311,311,1:16.23,13:53.46,,16:59,1:35.89,14:45.35,-1.39,3:11.0,293,293,39.85,1:56.3,-1.87,3:11,44.34,1:57.86,-1.65
Yong Jun Lee,2084,3:46.6,311,311,21.53,3:04.54,-1.95,3:46.6,21.53,3:04.54,-1.95,C+11,320,320,1:38.95,10:20.94,,16:11,1:58.79,10:34.97,-2.83,C+228,315,315,34.94,25:36.09,,36:08.5,2:17.38,30:44.56,-2.36,C+16,299,299,24,2:19.73,,3:16,34.24,2:37.26,-1.13,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+100,315,315,1:16.23,13:53.46,,17:40,1:35.89,14:45.35,-1.82,2:40.1,278,278,39.85,1:56.3,-1.1,2:40.1,44.34,1:57.86,-0.95
Matt Baird,2123,3:41.8,306,306,21.53,3:04.54,-1.73,3:41.8,21.53,3:04.54,-1.73,11:16.1,227,227,1:38.95,10:20.94,-0.56,11:16.1,1:58.79,10:34.97,-0.35,,322,322,,,,,,,,,321,321,,,,,,,,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
Richard Smith,2203,3:37.6,300,300,21.53,3:04.54,-1.54,3:37.6,21.53,3:04.54,-1.54,C+6,318,318,1:38.95,10:20.94,,16:06,1:58.79,10:34.97,-2.79,C+305,317,317,34.94,25:36.09,,37:12.5,2:17.38,30:44.56,-2.82,,321,321,,,,,,,,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
Eric Peterson,2238,,324,324,,,,,,,,,324,324,,,,,,,,,322,322,,,,,,,,,321,321,,,,,,,,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
Chase Smith,2238,,324,324,,,,,,,,,324,324,,,,,,,,,322,322,,,,,,,,,321,321,,,,,,,,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
Ben Stoneberg,2238,,324,324,,,,,,,,,324,324,,,,,,,,,322,322,,,,,,,,,321,321,,,,,,,,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
Brandon Crump,2238,,324,324,,,,,,,,,324,324,,,,,,,,,322,322,,,,,,,,,321,321,,,,,,,,,308,308,,,,,,,,,320,320,,,,,,,,,319,319,,,,,,,
