Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Lindsay Marcinik,1860,3:44.4,251,251,31.21,3:22.71,-0.69,3:44.4,31.21,3:22.71,-0.69,C+18,311,311,1:50.4,12:33.01,,16:18,2:04.57,12:58.75,-1.6,C+143,277,277,36.49,25:05.84,,34:35,2:28.76,31:44.03,-1.15,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+113,267,267,46.45,14:52.56,,17:53,1:11.71,16:43.43,-0.97,C+15,298,298,1:06.6,3:21.34,,6:15,1:28.13,3:52.03,-1.62
Lea Schmidt,1864,4:13.7,297,297,31.21,3:22.71,-1.63,4:13.7,31.21,3:22.71,-1.63,14:00.3,203,203,1:50.4,12:33.01,-0.79,14:00.3,2:04.57,12:58.75,-0.49,C+135,258,258,36.49,25:05.84,,33:55,2:28.76,31:44.03,-0.88,C+16,264,264,25.83,2:18.15,,3:16,37.92,2:55.74,-0.53,,299,299,,,,,,,,C+155,279,279,46.45,14:52.56,,18:35,1:11.71,16:43.43,-1.56,C+3,264,264,1:06.6,3:21.34,,6:03,1:28.13,3:52.03,-1.49
Cecilia Ramirez Villamil,1872,3:46.0,255,255,31.21,3:22.71,-0.75,3:46,31.21,3:22.71,-0.75,15:53.5,270,270,1:50.4,12:33.01,-1.82,15:53.5,2:04.57,12:58.75,-1.4,C+217,305,305,36.49,25:05.84,,36:0.25,2:28.76,31:44.03,-1.72,C+14,256,256,25.83,2:18.15,,3:14,37.92,2:55.74,-0.48,130,280,280,16.06,155.2,-1.57,130.0,16.06,155.2,-1.57,C+155,279,279,46.45,14:52.56,,18:35,1:11.71,16:43.43,-1.56,5:03.6,227,227,1:06.6,3:21.34,-1.54,5:03.6,1:28.13,3:52.03,-0.81
Nega Ibarra,1887,5:37.0,312,312,31.21,3:22.71,-4.3,5:37,31.21,3:22.71,-4.3,C+11,308,308,1:50.4,12:33.01,,16:11,2:04.57,12:58.75,-1.54,C+308,309,309,36.49,25:05.84,,37:18.5,2:28.76,31:44.03,-2.25,C+21,280,280,25.83,2:18.15,,3:21,37.92,2:55.74,-0.67,155,141,141,16.06,155.2,-0.01,155.0,16.06,155.2,-0.01,C+97,240,240,46.45,14:52.56,,17:37,1:11.71,16:43.43,-0.75,C+13,297,297,1:06.6,3:21.34,,6:13,1:28.13,3:52.03,-1.6
Bronwyn Clacher,1912,4:14.9,298,298,31.21,3:22.71,-1.67,4:14.9,31.21,3:22.71,-1.67,14:27.7,226,226,1:50.4,12:33.01,-1.04,14:27.7,2:04.57,12:58.75,-0.71,C+224,306,306,36.49,25:05.84,,36:05.5,2:28.76,31:44.03,-1.76,C+14,256,256,25.83,2:18.15,,3:14,37.92,2:55.74,-0.48,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+156,281,281,46.45,14:52.56,,18:36,1:11.71,16:43.43,-1.57,C+9,284,284,1:06.6,3:21.34,,6:09,1:28.13,3:52.03,-1.55
Claire Crowley,1935,4:54.0,309,309,31.21,3:22.71,-2.92,4:54,31.21,3:22.71,-2.92,15:54.0,271,271,1:50.4,12:33.01,-1.82,15:54,2:04.57,12:58.75,-1.41,C+210,303,303,36.49,25:05.84,,35:55,2:28.76,31:44.03,-1.69,C+12,242,242,25.83,2:18.15,,3:12,37.92,2:55.74,-0.43,130,280,280,16.06,155.2,-1.57,130.0,16.06,155.2,-1.57,C+157,283,283,46.45,14:52.56,,18:37,1:11.71,16:43.43,-1.58,C+1,247,247,1:06.6,3:21.34,,6:01,1:28.13,3:52.03,-1.46
Vanessa Fung,1942,3:58.6,279,279,31.21,3:22.71,-1.15,3:58.6,31.21,3:22.71,-1.15,C+2,286,286,1:50.4,12:33.01,,16:02,2:04.57,12:58.75,-1.47,C+214,304,304,36.49,25:05.84,,35:58,2:28.76,31:44.03,-1.71,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,126,289,289,16.06,155.2,-1.82,126.0,16.06,155.2,-1.82,C+203,293,293,46.45,14:52.56,,19:23,1:11.71,16:43.43,-2.23,C+2,261,261,1:06.6,3:21.34,,6:02,1:28.13,3:52.03,-1.47
Gemma Lee,1953,4:55.6,310,310,31.21,3:22.71,-2.98,4:55.6,31.21,3:22.71,-2.98,C+16,309,309,1:50.4,12:33.01,,16:16,2:04.57,12:58.75,-1.58,C+313,310,310,36.49,25:05.84,,37:28.5,2:28.76,31:44.03,-2.32,C+14,256,256,25.83,2:18.15,,3:14,37.92,2:55.74,-0.48,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+159,287,287,46.45,14:52.56,,18:39,1:11.71,16:43.43,-1.61,C+6,267,267,1:06.6,3:21.34,,6:06,1:28.13,3:52.03,-1.52
Konstadina Paliogianni,1964,4:01.5,282,282,31.21,3:22.71,-1.24,4:01.5,31.21,3:22.71,-1.24,C+3,291,291,1:50.4,12:33.01,,16:03,2:04.57,12:58.75,-1.48,C+190,299,299,36.49,25:05.84,,35:40,2:28.76,31:44.03,-1.59,C+11,230,230,25.83,2:18.15,,3:11,37.92,2:55.74,-0.4,135,261,261,16.06,155.2,-1.26,135.0,16.06,155.2,-1.26,C+206,298,298,46.45,14:52.56,,19:26,1:11.71,16:43.43,-2.27,,303,303,,,,,,,
Amy Dracup,1983,3:56.1,274,274,31.21,3:22.71,-1.07,3:56.1,31.21,3:22.71,-1.07,13:29.2,179,179,1:50.4,12:33.01,-0.51,13:29.2,2:04.57,12:58.75,-0.24,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Gyeonghae Shin,2005,5:50.2,313,313,31.21,3:22.71,-4.73,5:50.2,31.21,3:22.71,-4.73,C+21,312,312,1:50.4,12:33.01,,16:21,2:04.57,12:58.75,-1.62,C+321,311,311,36.49,25:05.84,,37:44.5,2:28.76,31:44.03,-2.42,C+20,271,271,25.83,2:18.15,,3:20,37.92,2:55.74,-0.64,145,214,214,16.06,155.2,-0.63,145.0,16.06,155.2,-0.63,C+158,285,285,46.45,14:52.56,,18:38,1:11.71,16:43.43,-1.6,C+17,299,299,1:06.6,3:21.34,,6:17,1:28.13,3:52.03,-1.65
Abbey Sloulin,2018,3:57.3,276,276,31.21,3:22.71,-1.11,3:57.3,31.21,3:22.71,-1.11,15:12.6,254,254,1:50.4,12:33.01,-1.45,15:12.6,2:04.57,12:58.75,-1.07,C+139,270,270,36.49,25:05.84,,34:15,2:28.76,31:44.03,-1.01,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Mayra Saldarriaga,2049,3:31.8,206,206,31.21,3:22.71,-0.29,3:31.8,31.21,3:22.71,-0.29,C+23,313,313,1:50.4,12:33.01,,16:23,2:04.57,12:58.75,-1.64,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Kristine Andali,2158,,314,314,,,,,,,,,314,314,,,,,,,,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Karen McCadam,2158,,314,314,,,,,,,,,314,314,,,,,,,,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Katelyn Haynes,2158,,314,314,,,,,,,,,314,314,,,,,,,,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Joy Turner,2158,,314,314,,,,,,,,,314,314,,,,,,,,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Marlene Andersson,2158,,314,314,,,,,,,,,314,314,,,,,,,,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Jessica Coughlan,2158,,314,314,,,,,,,,,314,314,,,,,,,,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
Emily Carothers,2158,,314,314,,,,,,,,,314,314,,,,,,,,,312,312,,,,,,,,,309,309,,,,,,,,,299,299,,,,,,,,,307,307,,,,,,,,,303,303,,,,,,,
